year,sites,length,mic
2007,camp,4,0
2007,camp,4,0
2007,camp,4.4,1
2007,camp,3.2,0
2007,camp,3.8,0
2007,camp,4.3,0
2007,camp,4.7,1
2007,camp,4.6,1
2007,camp,4.2,1
2007,camp,4.3,0
2007,camp,5,0
2007,camp,4,0
2007,camp,3.8,0
2007,camp,4.3,1
2007,camp,4.1,0
2007,camp,4.7,1
2007,camp,4.1,0
2007,camp,3.8,0
2007,camp,4.3,1
2007,camp,3.6,0
2007,camp,3.8,0
2007,camp,3.2,0
2007,camp,3.3,0
2007,camp,5,1
2007,camp,4.2,0
2007,camp,4.5,0
2007,camp,4.2,0
2007,camp,4.2,0
2007,camp,4.2,0
2007,camp,4.3,0
2007,camp,4.8,0
2007,camp,3.6,0
2007,camp,4.8,1
2007,camp,5.8,1
2007,camp,4.5,0
2007,camp,3.6,0
2007,camp,4.6,0
2007,camp,3.8,0
2007,camp,3.6,0
2007,camp,4.3,0
2007,camp,4.2,1
2007,camp,3.4,0
2007,camp,3.2,0
2007,camp,3.6,1
2007,camp,3.2,0
2007,camp,3.9,0
2007,camp,3.6,0
2007,camp,3.2,0
2007,camp,2.8,0
2007,camp,2.8,0
2007,camp,2.8,0
2007,camp,2.8,0
2007,camp,2.8,0
2007,camp,2.9,1
2007,camp,2.9,0
2007,camp,2.9,0
2007,camp,2.9,0
2007,camp,2.9,0
2007,camp,2.9,0
2007,camp,2.9,0
2007,epoint,2.5,0
2007,epoint,2.5,1
2007,epoint,2.6,0
2007,epoint,2.6,0
2007,epoint,2.6,0
2007,epoint,2.6,0
2007,epoint,2.6,0
2007,epoint,2.7,0
2007,epoint,2.7,0
2007,epoint,2.7,0
2007,epoint,2.7,0
2007,epoint,2.7,0
2007,epoint,3,0
2007,epoint,3.1,0
2007,epoint,4.1,1
2007,epoint,3.2,0
2007,epoint,4.5,1
2007,epoint,3.3,0
2007,epoint,3.5,0
2007,epoint,4.6,1
2007,epoint,4,1
2007,epoint,3.8,0
2007,epoint,3.3,1
2007,epoint,4.3,0
2007,epoint,4.2,1
2007,epoint,4.4,0
2007,epoint,3.5,0
2007,epoint,4.3,0
2007,epoint,4,0
2007,epoint,3.2,0
2007,epoint,4.8,0
2007,epoint,3.1,0
2007,epoint,4.7,1
2007,epoint,3.7,0
2007,epoint,3.8,0
2007,epoint,4.5,1
2007,epoint,4.6,1
2007,epoint,3.8,1
2007,epoint,4.4,0
2007,epoint,4.2,0
2007,epoint,4.2,0
2007,epoint,4.3,1
2007,epoint,4,1
2007,epoint,4.5,0
2007,epoint,4,0
2007,epoint,4.2,0
2007,epoint,4.2,1
2007,epoint,4.4,1
2007,epoint,4,0
2007,epoint,3,0
2007,epoint,4.5,0
2007,epoint,4.5,1
2007,epoint,3,0
2007,epoint,3.8,0
2007,epoint,3.8,0
2007,epoint,4.1,0
2007,epoint,4.2,0
2007,epoint,3.8,0
2007,epoint,4.2,0
2007,epoint,3.1,0
2007,epoint,4.2,1
2007,epoint,3,1
2007,epoint,3.2,0
2007,epoint,4.5,1
2007,epoint,4,0
2007,epoint,4,0
2007,epoint,3.8,0
2007,epoint,4.2,0
2007,epoint,2.8,0
2007,epoint,2.8,1
2007,epoint,2.9,0
2007,epoint,2.9,0
2007,epoint,2.9,1
2007,eside,2.5,0
2007,eside,2.5,0
2007,eside,2.5,0
2007,eside,2.5,0
2007,eside,2.5,0
2007,eside,2.6,0
2007,eside,2.6,0
2007,eside,2.6,0
2007,eside,2.7,0
2007,eside,2.7,0
2007,eside,2.7,0
2007,eside,4.2,1
2007,eside,5.1,1
2007,eside,4.2,0
2007,eside,3.3,0
2007,eside,4.8,0
2007,eside,4.4,0
2007,eside,3.2,0
2007,eside,4.2,0
2007,eside,3.8,0
2007,eside,4.5,0
2007,eside,3.9,0
2007,eside,3,0
2007,eside,4.1,1
2007,eside,5.3,1
2007,eside,3.2,0
2007,eside,3,0
2007,eside,3.5,0
2007,eside,4,0
2007,eside,3.3,0
2007,eside,4.2,0
2007,eside,4,0
2007,eside,3.3,0
2007,eside,4.2,0
2007,eside,3,0
2007,eside,3.2,0
2007,eside,4.6,0
2007,eside,4.8,1
2007,eside,4.7,0
2007,eside,3.2,0
2007,eside,4.2,0
2007,eside,3.6,0
2007,eside,4.3,0
2007,eside,3,0
2007,eside,3.5,0
2007,eside,3,0
2007,eside,5,1
2007,eside,3,0
2007,eside,3.1,0
2007,eside,4,1
2007,eside,4.2,0
2007,eside,3.2,0
2007,eside,4.1,0
2007,eside,3.7,1
2007,eside,4.1,1
2007,eside,3.7,0
2007,eside,3,0
2007,eside,4.2,0
2007,eside,3.2,0
2007,eside,4.3,0
2007,eside,4.1,0
2007,eside,4,0
2007,eside,3.4,0
2007,eside,3.6,0
2007,eside,4,0
2007,eside,4.2,0
2007,eside,4.1,0
2007,eside,3.1,0
2007,eside,3.8,1
2007,eside,3.6,0
2007,eside,3.4,0
2007,eside,3.5,0
2007,eside,3.6,0
2007,eside,4.2,0
2007,eside,4.1,0
2007,eside,4,0
2007,eside,4.2,0
2007,eside,3.9,0
2007,eside,3.3,0
2007,eside,3.6,0
2007,eside,3,0
2007,eside,4,0
2007,eside,2.8,0
2007,eside,2.8,1
2007,eside,2.8,0
2007,eside,2.8,0
2007,eside,2.8,1
2007,eside,2.9,0
2007,eside,2.9,0
2007,eside,2.9,0
2007,jms,2.5,0
2007,jms,2.5,0
2007,jms,2.5,0
2007,jms,2.5,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.6,0
2007,jms,2.7,0
2007,jms,3.6,0
2007,jms,3.4,0
2007,jms,4.3,0
2007,jms,3.7,0
2007,jms,3.6,0
2007,jms,3.8,1
2007,jms,3.8,0
2007,jms,3.1,0
2007,jms,3.6,0
2007,jms,3.5,1
2007,jms,3.6,0
2007,jms,3,0
2007,jms,3.9,0
2007,jms,3.7,0
2007,jms,3,0
2007,jms,3.8,0
2007,jms,3.7,0
2007,jms,3,0
2007,jms,3.5,1
2007,jms,4.3,0
2007,jms,3.8,0
2007,jms,3.5,0
2007,jms,3.8,1
2007,jms,3.2,0
2007,jms,3.1,0
2007,jms,3.9,0
2007,jms,3.8,0
2007,jms,3.6,1
2007,jms,4.1,0
2007,jms,4.1,0
2007,jms,3.8,0
2007,jms,3.8,0
2007,jms,3,0
2007,jms,3.2,0
2007,jms,3.2,0
2007,jms,3.9,1
2007,jms,3.4,0
2007,jms,3.2,0
2007,jms,3.9,1
2007,jms,3.6,0
2007,jms,3.8,0
2007,jms,3.8,1
2007,jms,4.3,0
2007,jms,4,0
2007,jms,4.5,1
2007,jms,3.1,0
2007,jms,3,0
2007,jms,4.2,0
2007,jms,2.8,0
2007,jms,2.8,0
2007,jms,2.8,0
2007,jms,2.8,1
2007,jms,2.8,0
2007,jms,2.8,0
2007,jms,2.8,0
2007,jms,2.8,0
2007,jms,2.9,0
2007,jms,2.9,0
2007,seend,2.5,0
2007,seend,2.5,0
2007,seend,2.5,0
2007,seend,2.5,0
2007,seend,2.5,0
2007,seend,2.6,0
2007,seend,2.6,0
2007,seend,4.8,1
2007,seend,4.4,1
2007,seend,4.2,0
2007,seend,4.3,0
2007,seend,4.3,0
2007,seend,4.2,0
2007,seend,4.5,0
2007,seend,3.8,0
2007,seend,4.1,1
2007,seend,3.8,0
2007,seend,4.2,0
2007,seend,4.5,0
2007,seend,3.8,0
2007,seend,3.2,0
2007,seend,4.5,0
2007,seend,4.5,1
2007,seend,4.4,0
2007,seend,4.3,1
2007,seend,4,0
2007,seend,4.2,0
2007,seend,4.2,0
2007,seend,5.2,0
2007,seend,4.3,1
2007,seend,4.2,0
2007,seend,5.2,1
2007,seend,4,0
2007,seend,3.1,0
2007,seend,4.3,0
2007,seend,3.4,0
2007,seend,3,0
2007,seend,3.3,0
2007,seend,5.2,1
2007,seend,4.3,0
2007,seend,3,0
2007,seend,3.2,1
2007,seend,5.3,1
2007,seend,4.8,0
2007,seend,4.2,0
2007,seend,4,0
2007,seend,4.2,0
2007,seend,4.4,0
2007,seend,3.3,0
2007,seend,3.8,0
2007,seend,4.4,0
2007,seend,4.8,1
2007,seend,3.9,0
2007,seend,3.2,0
2007,seend,3.1,0
2007,seend,3.8,0
2007,seend,4.2,0
2007,seend,3.7,0
2007,seend,3,1
2007,seend,3.3,0
2007,seend,3.1,0
2007,seend,3.2,0
2007,seend,4.2,0
2007,seend,4.8,1
2007,seend,4.8,1
2007,seend,4.3,0
2007,seend,3.3,0
2007,seend,3.9,0
2007,seend,2.8,0
2007,seend,2.8,0
2007,seend,2.8,0
2007,seend,2.8,0
2007,seend,2.8,0
2007,seend,2.8,0
2007,seend,2.8,0
2007,seend,2.8,0
2007,seend,2.8,0
2007,seend,2.9,0
2007,site1,2.5,0
2007,site1,2.5,0
2007,site1,2.5,0
2007,site1,2.6,0
2007,site1,2.6,0
2007,site1,2.7,0
2007,site1,2.7,0
2007,site1,4.2,0
2007,site1,3.5,0
2007,site1,3,0
2007,site1,3.1,0
2007,site1,3.8,0
2007,site1,3.8,0
2007,site1,3.2,0
2007,site1,4.5,1
2007,site1,3.2,0
2007,site1,3.9,0
2007,site1,4.1,1
2007,site1,3.3,0
2007,site1,3.5,0
2007,site1,3.7,0
2007,site1,4,0
2007,site1,3.2,0
2007,site1,5.1,0
2007,site1,3.6,0
2007,site1,4.1,0
2007,site1,4.5,1
2007,site1,4.6,0
2007,site1,3.1,0
2007,site1,4.4,1
2007,site1,4.5,0
2007,site1,3.9,0
2007,site1,3.1,0
2007,site1,3.2,0
2007,site1,3.1,0
2007,site1,3.8,0
2007,site1,3.6,0
2007,site1,3.3,0
2007,site1,3.5,0
2007,site1,3.1,0
2007,site1,3,0
2007,site1,3,0
2007,site1,3.4,0
2007,site1,5.2,0
2007,site1,4.9,0
2007,site1,4.8,0
2007,site1,4.9,1
2007,site1,3.2,0
2007,site1,4.6,0
2007,site1,4,0
2007,site1,3.8,0
2007,site1,3.1,0
2007,site1,3.2,0
2007,site1,3.4,0
2007,site1,3.1,1
2007,site1,3.5,0
2007,site1,4.8,0
2007,site1,4.3,0
2007,site1,3.2,0
2007,site1,2.8,0
2007,site1,2.8,0
2007,site1,2.8,0
2007,site1,2.9,0
2007,site1,2.9,0
2007,site1,2.9,0
2007,site1,2.9,0
2007,site1,2.9,0
2007,site1,2.9,0
2007,swamp,2.6,1
2007,swamp,2.7,0
2007,swamp,4.5,1
2007,swamp,3.8,0
2007,swamp,3.4,1
2007,swamp,4.3,1
2007,swamp,3.5,1
2007,swamp,4.6,1
2007,swamp,4.8,1
2007,swamp,4.8,1
2007,swamp,4.8,1
2007,swamp,4.8,1
2007,swamp,4,0
2007,swamp,4.6,0
2007,swamp,4.8,1
2007,swamp,4.2,0
2007,swamp,4.3,1
2007,swamp,3.8,0
2007,swamp,5.1,1
2007,swamp,4.5,1
2007,swamp,4.6,1
2007,swamp,4.6,1
2007,swamp,4.8,1
2007,swamp,4.4,1
2007,swamp,3.4,0
2007,swamp,5.6,1
2007,swamp,3.7,0
2007,swamp,4,0
2007,swamp,4.2,0
2007,swamp,4.2,0
2007,swamp,4.6,0
2007,swamp,4.3,0
2007,swamp,4.7,0
2007,swamp,4.5,1
2007,swamp,4.3,1
2007,swamp,3.3,1
2007,swamp,3.8,0
2007,swamp,4,0
2007,swamp,3.8,0
2007,swamp,4.5,1
2007,swamp,3.2,0
2007,swamp,3.5,0
2007,swamp,3,0
2007,swamp,3.1,0
2007,swamp,3.2,1
2007,swamp,3.8,0
2007,swamp,3.5,0
2007,swamp,4.1,1
2007,swamp,4.2,0
2007,swamp,4,0
2007,swamp,4.7,1
2007,swamp,4.3,1
2007,swamp,3.8,1
2007,swamp,4.2,0
2007,swamp,3.5,0
2007,swamp,4.2,0
2007,swamp,4.5,1
2007,swamp,4.6,1
2007,swamp,4.8,1
2007,swamp,4.5,1
2007,swamp,4.6,1
2007,swamp,3.8,1
2007,swamp,4.6,1
2007,swamp,5.2,1
2007,swamp,5,1
2007,swamp,3.1,1
2007,swamp,4.9,1
2007,swamp,3,0
2007,swamp,4.1,0
2007,swamp,4.8,0
2007,swamp,4.9,1
2007,swamp,3.8,0
2007,swamp,4,1
2007,swamp,3.9,1
2007,swamp,4.3,1
2007,swamp,4.1,0
2007,swamp,4.2,0
2007,swamp,3.3,0
2007,swamp,3.8,0
2007,swamp,5.6,1
2007,swamp,4.4,0
2007,swamp,3.3,0
2007,swamp,3.6,0
2007,swamp,3.4,0
2007,swamp,3,0
2007,swamp,4.8,1
2007,swamp,2.8,0
2007,swamp,2.9,0
2007,swend,2.5,0
2007,swend,2.5,0
2007,swend,2.6,0
2007,swend,2.6,0
2007,swend,2.6,0
2007,swend,2.7,0
2007,swend,2.7,0
2007,swend,4,0
2007,swend,4.5,0
2007,swend,4.4,1
2007,swend,5,1
2007,swend,4.2,0
2007,swend,4.2,0
2007,swend,4.1,0
2007,swend,4.2,0
2007,swend,4,0
2007,swend,4.3,0
2007,swend,3.9,0
2007,swend,4,0
2007,swend,3.8,0
2007,swend,4.8,0
2007,swend,4,0
2007,swend,4.9,0
2007,swend,4.1,0
2007,swend,3.3,0
2007,swend,3,0
2007,swend,4.9,0
2007,swend,3.6,0
2007,swend,3.4,0
2007,swend,3.1,0
2007,swend,3.5,0
2007,swend,3.1,0
2007,swend,3.8,0
2007,swend,4.1,0
2007,swend,3.3,0
2007,swend,3.2,0
2007,swend,3.2,0
2007,swend,3.2,0
2007,swend,3.2,0
2007,swend,3,0
2007,swend,3.8,0
2007,swend,3.7,0
2007,swend,3,0
2007,swend,5.1,0
2007,swend,4.1,0
2007,swend,5,0
2007,swend,3,1
2007,swend,4.8,0
2007,swend,4.5,0
2007,swend,3,0
2007,swend,3.7,0
2007,swend,4.6,1
2007,swend,3.7,0
2007,swend,4.3,0
2007,swend,4.9,0
2007,swend,4.3,0
2007,swend,3.8,0
2007,swend,3.9,0
2007,swend,4.2,0
2007,swend,4.1,0
2007,swend,4.6,0
2007,swend,4.5,0
2007,swend,3.9,0
2007,swend,4.8,0
2007,swend,3.8,0
2007,swend,4.8,0
2007,swend,3.8,0
2007,swend,4.7,0
2007,swend,4.1,0
2007,swend,4.6,0
2007,swend,4.2,0
2007,swend,4.6,0
2007,swend,4.8,0
2007,swend,3.2,0
2007,swend,3.2,0
2007,swend,3.6,0
2007,swend,3.4,0
2007,swend,3.4,0
2007,swend,2.8,0
2007,swend,2.8,0
2007,swend,2.8,0
2007,swend,2.8,0
2007,swend,2.8,0
2007,wbay,2.5,0
2007,wbay,2.5,0
2007,wbay,2.5,0
2007,wbay,2.6,0
2007,wbay,2.6,1
2007,wbay,2.6,0
2007,wbay,2.6,0
2007,wbay,2.6,0
2007,wbay,3,0
2007,wbay,4.5,0
2007,wbay,3.8,0
2007,wbay,3.8,0
2007,wbay,3.2,0
2007,wbay,3.5,0
2007,wbay,4.2,0
2007,wbay,3.3,0
2007,wbay,4.2,0
2007,wbay,3.5,0
2007,wbay,4.2,0
2007,wbay,4.3,0
2007,wbay,3.9,0
2007,wbay,3.2,0
2007,wbay,3.8,0
2007,wbay,3.1,0
2007,wbay,4.2,0
2007,wbay,3.2,0
2007,wbay,3.2,0
2007,wbay,4.2,0
2007,wbay,3.2,0
2007,wbay,3.1,0
2007,wbay,3.8,0
2007,wbay,4.2,0
2007,wbay,4.1,0
2007,wbay,3.1,0
2007,wbay,4.2,0
2007,wbay,3.2,0
2007,wbay,3,0
2007,wbay,4.2,0
2007,wbay,3.8,0
2007,wbay,3.3,0
2007,wbay,4,0
2007,wbay,3.2,0
2007,wbay,4,0
2007,wbay,3.6,0
2007,wbay,3,0
2007,wbay,3,0
2007,wbay,3,0
2007,wbay,4,0
2007,wbay,3.2,0
2007,wbay,3.1,0
2007,wbay,3.4,0
2007,wbay,5,0
2007,wbay,5.4,0
2007,wbay,4.3,0
2007,wbay,3.8,0
2007,wbay,3.9,0
2007,wbay,3.2,0
2007,wbay,3.2,0
2007,wbay,3.2,0
2007,wbay,3.6,0
2007,wbay,4.8,0
2007,wbay,3,0
2007,wbay,3.5,0
2007,wbay,3.5,0
2007,wbay,3.1,0
2007,wbay,4.3,0
2007,wbay,2.8,0
2007,wbay,2.8,0
2007,wbay,2.8,0
2007,wbay,2.8,0
2007,wbay,2.8,0
2007,wbay,2.8,0
2007,wbay,2.8,0
2007,wbay,2.9,0
2007,wbay,2.9,0
2007,wbay,2.9,0
2007,wpoint,2.5,0
2007,wpoint,2.6,0
2007,wpoint,2.6,0
2007,wpoint,2.6,1
2007,wpoint,3.9,1
2007,wpoint,3.9,1
2007,wpoint,5.4,0
2007,wpoint,4.6,0
2007,wpoint,4.1,0
2007,wpoint,4.4,0
2007,wpoint,4.3,1
2007,wpoint,4.8,0
2007,wpoint,4.5,0
2007,wpoint,5,0
2007,wpoint,4,0
2007,wpoint,4.5,0
2007,wpoint,4.5,0
2007,wpoint,4,0
2007,wpoint,3.2,1
2007,wpoint,3.5,0
2007,wpoint,4.2,0
2007,wpoint,4.2,0
2007,wpoint,3.2,1
2007,wpoint,3.8,0
2007,wpoint,3.8,1
2007,wpoint,4.1,0
2007,wpoint,3.5,0
2007,wpoint,3.2,0
2007,wpoint,5.2,0
2007,wpoint,4.8,0
2007,wpoint,4.3,0
2007,wpoint,3.9,0
2007,wpoint,3.8,0
2007,wpoint,4.5,0
2007,wpoint,3.2,1
2007,wpoint,4.2,0
2007,wpoint,3.5,0
2007,wpoint,5.4,0
2007,wpoint,4,0
2007,wpoint,5.2,1
2007,wpoint,4.3,0
2007,wpoint,4.5,1
2007,wpoint,4,0
2007,wpoint,3.8,0
2007,wpoint,4.3,0
2007,wpoint,4.8,0
2007,wpoint,4.1,0
2007,wpoint,4.2,0
2007,wpoint,4.2,1
2007,wpoint,5.1,0
2007,wpoint,4.2,0
2007,wpoint,5.2,0
2007,wpoint,4,0
2007,wpoint,3.3,0
2007,wpoint,3.4,0
2007,wpoint,4.3,0
2007,wpoint,5,0
2007,wpoint,5.6,0
2007,wpoint,4.8,0
2007,wpoint,3.1,0
2007,wpoint,3.1,0
2007,wpoint,4.5,0
2007,wpoint,4.2,0
2007,wpoint,3,0
2007,wpoint,4.5,0
2008,1stfence,5,1
2008,1stfence,3,0
2008,1stfence,4.9,1
2008,1stfence,3.5,0
2008,1stfence,3.8,0
2008,1stfence,3.2,0
2008,1stfence,4.6,0
2008,1stfence,4.9,1
2008,1stfence,3.2,0
2008,1stfence,4.9,1
2008,1stfence,4.5,0
2008,1stfence,4,0
2008,1stfence,4.8,0
2008,1stfence,5.2,0
2008,1stfence,5,1
2008,1stfence,4.2,0
2008,1stfence,4.1,0
2008,1stfence,4.6,1
2008,1stfence,4,0
2008,1stfence,4.8,1
2008,1stfence,4.3,0
2008,1stfence,5.4,0
2008,1stfence,4.2,0
2008,1stfence,4.8,0
2008,1stfence,4.6,1
2008,1stfence,5.3,1
2008,1stfence,5.2,0
2008,1stfence,3.2,0
2008,1stfence,3.2,0
2008,1stfence,3,0
2008,1stfence,3.3,1
2008,1stfence,5.3,1
2008,1stfence,4.2,0
2008,1stfence,3.5,0
2008,1stfence,4.8,0
2008,1stfence,4.6,0
2008,1stfence,4.8,0
2008,1stfence,3.3,0
2008,1stfence,4.8,0
2008,1stfence,3.8,0
2008,1stfence,4.2,0
2008,1stfence,4.3,0
2008,1stfence,4.1,0
2008,1stfence,4.3,0
2008,1stfence,4.2,0
2008,1stfence,4,0
2008,1stfence,4,0
2008,1stfence,3.8,0
2008,1stfence,4.2,0
2008,1stfence,4.5,1
2008,1stfence,4.5,1
2008,1stfence,4.2,0
2008,1stfence,3.3,0
2008,1stfence,5.4,1
2008,1stfence,4.2,1
2008,1stfence,3.9,0
2008,1stfence,3.8,0
2008,1stfence,4.9,0
2008,1stfence,4.1,1
2008,1stfence,4.6,1
2008,1stfence,3.6,0
2008,1stfence,4.8,1
2008,1stfence,5,1
2008,1stfence,5.1,0
2008,1stfence,4.6,0
2008,1stfence,4.2,0
2008,1stfence,3.2,0
2008,1stfence,4.2,0
2008,1stfence,3.2,0
2008,1stfence,2.8,1
2008,1stfence,3.4,0
2008,1stfence,4,0
2008,1stfence,3.8,0
2008,1stfence,2.9,0
2008,1stfence,2.9,0
2008,2ndfence,3,0
2008,2ndfence,4.3,0
2008,2ndfence,4.6,0
2008,2ndfence,3.3,0
2008,2ndfence,4.1,0
2008,2ndfence,3.8,0
2008,2ndfence,4,0
2008,2ndfence,4.6,1
2008,2ndfence,4.2,0
2008,2ndfence,4.3,0
2008,2ndfence,4.2,0
2008,2ndfence,4.3,0
2008,2ndfence,4.1,0
2008,2ndfence,4.2,0
2008,2ndfence,3.5,0
2008,2ndfence,4.3,0
2008,2ndfence,4,0
2008,2ndfence,3.6,0
2008,2ndfence,4.6,1
2008,2ndfence,4.1,1
2008,2ndfence,3.6,0
2008,2ndfence,3.8,1
2008,2ndfence,4,0
2008,2ndfence,3.6,1
2008,2ndfence,3.5,0
2008,2ndfence,4.2,1
2008,2ndfence,4.2,0
2008,2ndfence,4.6,1
2008,2ndfence,3.2,0
2008,2ndfence,4.1,0
2008,2ndfence,3.9,0
2008,2ndfence,3.9,0
2008,2ndfence,4,0
2008,2ndfence,3.2,0
2008,2ndfence,3.3,0
2008,2ndfence,3.2,0
2008,2ndfence,4.2,0
2008,2ndfence,4,0
2008,2ndfence,4.6,0
2008,2ndfence,3.8,0
2008,2ndfence,4,0
2008,2ndfence,4.2,1
2008,2ndfence,3.5,0
2008,2ndfence,3.9,1
2008,2ndfence,3.8,0
2008,2ndfence,4.1,0
2008,2ndfence,4.4,0
2008,2ndfence,3.2,0
2008,2ndfence,4.2,0
2008,2ndfence,3.7,1
2008,2ndfence,3.2,0
2008,2ndfence,4.8,0
2008,2ndfence,4.2,0
2008,2ndfence,3.6,0
2008,2ndfence,3.9,0
2008,2ndfence,4.6,0
2008,2ndfence,4.3,0
2008,2ndfence,3.5,0
2008,2ndfence,4.7,0
2008,2ndfence,3.5,0
2008,2ndfence,4.3,0
2008,2ndfence,3.9,0
2008,2ndfence,4,1
2008,2ndfence,2.8,0
2008,2ndfence,3.2,0
2008,2ndfence,3,0
2008,2ndfence,3.5,0
2008,2ndfence,2.8,0
2008,2ndfence,3.2,0
2008,2ndfence,3.2,0
2008,2ndfence,2.8,0
2008,2ndfence,3.2,0
2008,2ndfence,3.2,0
2008,2ndfence,3.3,0
2008,2ndfence,4.8,0
2008,2ndfence,3.2,0
2008,2ndfence,3.8,1
2008,2ndfence,3.6,0
2008,2ndfence,3,0
2008,2ndfence,4.1,0
2008,2ndfence,2.9,0
2008,camp,2.5,0
2008,camp,2.6,0
2008,camp,2.6,0
2008,camp,2.6,0
2008,camp,2.7,0
2008,camp,2.7,0
2008,camp,4.6,0
2008,camp,5.3,1
2008,camp,6.2,0
2008,camp,4.2,0
2008,camp,3.9,0
2008,camp,3.1,0
2008,camp,3.4,0
2008,camp,3.8,0
2008,camp,3,0
2008,camp,3.2,0
2008,camp,4.2,0
2008,camp,4.1,1
2008,camp,3.1,0
2008,camp,3.9,0
2008,camp,4.8,0
2008,camp,3.3,0
2008,camp,4.8,0
2008,camp,4.3,0
2008,camp,3,0
2008,camp,4.6,0
2008,camp,4.8,0
2008,camp,4,0
2008,camp,4.5,0
2008,camp,3.8,1
2008,camp,4.1,0
2008,camp,4.1,1
2008,camp,4.2,1
2008,camp,4.5,0
2008,camp,3.8,0
2008,camp,4.3,1
2008,camp,4.8,0
2008,camp,3,0
2008,camp,4.2,0
2008,camp,3.8,0
2008,camp,4.5,0
2008,camp,3.6,0
2008,camp,3.2,0
2008,camp,4,0
2008,camp,3.2,0
2008,camp,4.1,0
2008,camp,4.2,1
2008,camp,4.1,0
2008,camp,4.7,1
2008,camp,3,0
2008,camp,4.3,0
2008,camp,3.9,0
2008,camp,4.4,0
2008,camp,3,0
2008,camp,3,0
2008,camp,3.2,0
2008,camp,3.6,0
2008,camp,3.2,0
2008,camp,3.3,0
2008,camp,3,1
2008,camp,3.1,0
2008,camp,2.8,1
2008,camp,2.8,0
2008,camp,2.8,0
2008,camp,4.6,0
2008,camp,2.8,0
2008,camp,2.8,0
2008,camp,4.9,0
2008,camp,2.8,0
2008,camp,3.1,0
2008,camp,3.1,0
2008,camp,3.8,0
2008,camp,3.2,0
2008,camp,3.2,0
2008,camp,4,0
2008,camp,3.5,0
2008,camp,2.9,0
2008,epoint,2.6,0
2008,epoint,2.6,0
2008,epoint,2.7,0
2008,epoint,4.5,1
2008,epoint,5,0
2008,epoint,4.2,1
2008,epoint,3.8,0
2008,epoint,4,1
2008,epoint,4,0
2008,epoint,4,1
2008,epoint,4.2,0
2008,epoint,4.2,0
2008,epoint,4.2,1
2008,epoint,3.7,1
2008,epoint,4.1,1
2008,epoint,4.5,0
2008,epoint,4.6,0
2008,epoint,4,0
2008,epoint,3.8,1
2008,epoint,4.2,0
2008,epoint,4.5,1
2008,epoint,3.8,1
2008,epoint,4.3,0
2008,epoint,4.1,0
2008,epoint,4.1,0
2008,epoint,4.3,0
2008,epoint,3.2,0
2008,epoint,4.4,0
2008,epoint,3.1,0
2008,epoint,4,0
2008,epoint,4.4,0
2008,epoint,4.4,0
2008,epoint,3,0
2008,epoint,3.9,0
2008,epoint,4.5,1
2008,epoint,4.3,0
2008,epoint,3.6,0
2008,epoint,3.9,1
2008,epoint,4.5,0
2008,epoint,3.5,0
2008,epoint,3.9,0
2008,epoint,3.1,0
2008,epoint,4.4,0
2008,epoint,4.6,0
2008,epoint,4.2,0
2008,epoint,4.6,1
2008,epoint,3.8,0
2008,epoint,4.1,1
2008,epoint,4.5,0
2008,epoint,4.6,0
2008,epoint,4.2,0
2008,epoint,4.2,0
2008,epoint,3.8,0
2008,epoint,3.9,0
2008,epoint,4.6,0
2008,epoint,4.1,1
2008,epoint,4.2,0
2008,epoint,3.7,1
2008,epoint,3.9,1
2008,epoint,3.8,1
2008,epoint,3.8,1
2008,epoint,4.1,0
2008,epoint,3.9,0
2008,epoint,4,0
2008,epoint,4,1
2008,epoint,3.6,0
2008,epoint,3.9,0
2008,epoint,4,0
2008,epoint,4,0
2008,epoint,3.6,0
2008,epoint,3.8,0
2008,epoint,4.5,1
2008,epoint,3.9,0
2008,epoint,3.4,0
2008,epoint,4.1,0
2008,epoint,3.1,0
2008,epoint,4.5,0
2008,epoint,3.1,0
2008,epoint,4.1,1
2008,epoint,4.5,0
2008,epoint,3.2,0
2008,epoint,3.8,1
2008,eside,2.5,0
2008,eside,2.7,0
2008,eside,4.1,0
2008,eside,4.1,0
2008,eside,4.1,0
2008,eside,4.6,0
2008,eside,4.2,0
2008,eside,4.5,0
2008,eside,4.3,0
2008,eside,4,0
2008,eside,4.1,0
2008,eside,4.1,0
2008,eside,4,0
2008,eside,3.8,0
2008,eside,3.4,0
2008,eside,4.1,0
2008,eside,3.8,0
2008,eside,3,0
2008,eside,4.4,0
2008,eside,3.9,0
2008,eside,3.8,0
2008,eside,4,0
2008,eside,4.2,0
2008,eside,4.2,0
2008,eside,3.6,0
2008,eside,3.2,0
2008,eside,3.3,1
2008,eside,3.2,0
2008,eside,3.9,0
2008,eside,3.2,0
2008,eside,3.2,0
2008,eside,4,0
2008,eside,3.3,0
2008,eside,4.5,0
2008,eside,4.2,0
2008,eside,3.1,1
2008,eside,4.1,0
2008,eside,3.3,0
2008,eside,4.2,0
2008,eside,4.5,0
2008,eside,4.2,0
2008,eside,3.8,0
2008,eside,3.2,0
2008,eside,3.8,0
2008,eside,4.1,0
2008,eside,3.9,0
2008,eside,4.8,1
